台灣頻道,#genre#
HTV7 HD,http://ocnlava.us.kg/ublive.php?id=2251
HTV9 HD,http://ocnlava.us.kg/ublive.php?id=2253
HTV1,http://ocnlava.us.kg/ublive.php?id=2254
HTV2 HD,http://ocnlava.us.kg/ublive.php?id=2255
Max by HBO,http://ocnlava.us.kg/ublive.php?id=2261
Disney Chanel,http://ocnlava.us.kg/ublive.php?id=2262
Bóng Đá TV,http://ocnlava.us.kg/ublive.php?id=2263
QRT,http://ocnlava.us.kg/ublive.php?id=1294
ANTV,http://ocnlava.us.kg/ublive.php?id=1300
ANTV HD,http://ocnlava.us.kg/ublive.php?id=1301
HBTV,http://ocnlava.us.kg/ublive.php?id=1302
KienGiangTV,http://ocnlava.us.kg/ublive.php?id=1309
KienGiangTV1,http://ocnlava.us.kg/ublive.php?id=1310
土耳其,#genre#
TRTWORLD,http://ocnlava.us.kg/ublive.php?id=1022
A SPOR,http://ocnlava.us.kg/ublive.php?id=2367
TRT 1 HD,http://ocnlava.us.kg/ublive.php?id=2368
SHOW TV HD,http://ocnlava.us.kg/ublive.php?id=2369
STAR TV HD,http://ocnlava.us.kg/ublive.php?id=2370
KANAL D HD,http://ocnlava.us.kg/ublive.php?id=2371
FOX HD,http://ocnlava.us.kg/ublive.php?id=2372
TV 8 HD,http://ocnlava.us.kg/ublive.php?id=2373
CNN TURK HD,http://ocnlava.us.kg/ublive.php?id=2374
HABER TURK HD,http://ocnlava.us.kg/ublive.php?id=2375
NTV HD,http://ocnlava.us.kg/ublive.php?id=2376
A HABER HD,http://ocnlava.us.kg/ublive.php?id=2377
BEYAZ TV HD,http://ocnlava.us.kg/ublive.php?id=2378
KANAL 7 HD,http://ocnlava.us.kg/ublive.php?id=2379
KEMAL SUNAL TV HD,http://ocnlava.us.kg/ublive.php?id=2380
ATV HD,http://ocnlava.us.kg/ublive.php?id=2381
HALK TV HD,http://ocnlava.us.kg/ublive.php?id=2382
TGRT HABER HD,http://ocnlava.us.kg/ublive.php?id=2383
360 TV HD,http://ocnlava.us.kg/ublive.php?id=2384
DMAX HD,http://ocnlava.us.kg/ublive.php?id=2385
TRT BELGESEL HD,http://ocnlava.us.kg/ublive.php?id=2386
TRT COCUK HD,http://ocnlava.us.kg/ublive.php?id=2387
TRT SPOR HD,http://ocnlava.us.kg/ublive.php?id=2388
BEIN SPORTS 1 HD,http://ocnlava.us.kg/ublive.php?id=2389
BEIN SPORTS 2 HD,http://ocnlava.us.kg/ublive.php?id=2390
ULUSAL TV,http://ocnlava.us.kg/ublive.php?id=2391
巴西,#genre#
Globo RBS TV,http://ocnlava.us.kg/ublive.php?id=1668
Gloobinho,http://ocnlava.us.kg/ublive.php?id=1684
Globo RJ,http://ocnlava.us.kg/ublive.php?id=1688
GNT,http://ocnlava.us.kg/ublive.php?id=1689
Mais Globosat,http://ocnlava.us.kg/ublive.php?id=1704
Rede TV,http://ocnlava.us.kg/ublive.php?id=1728
Record,http://ocnlava.us.kg/ublive.php?id=1746
SBT,http://ocnlava.us.kg/ublive.php?id=1747
Sport TV 1,http://ocnlava.us.kg/ublive.php?id=1779
Sport TV 2,http://ocnlava.us.kg/ublive.php?id=1785
Sport TV 3,http://ocnlava.us.kg/ublive.php?id=2135
Globo News,http://ocnlava.us.kg/ublive.php?id=1489
भारत,#genre#
WION,http://ocnlava.us.kg/ublive.php?id=303
ZeeNews,http://ocnlava.us.kg/ublive.php?id=465
ABP Majha,http://ocnlava.us.kg/ublive.php?id=1782
IndiaTV,http://ocnlava.us.kg/ublive.php?id=1607
TV9 Marathi,http://ocnlava.us.kg/ublive.php?id=2281
Sun TV,http://ocnlava.us.kg/ublive.php?id=1458
Star Vijay,http://ocnlava.us.kg/ublive.php?id=1459
Zee Tamil,http://ocnlava.us.kg/ublive.php?id=1460
Zee Business,http://ocnlava.us.kg/ublive.php?id=1461
Raj Musix,http://ocnlava.us.kg/ublive.php?id=1463
Zee Actions,http://ocnlava.us.kg/ublive.php?id=1464
KTV Tamil,http://ocnlava.us.kg/ublive.php?id=1465
Zee TV HD,http://ocnlava.us.kg/ublive.php?id=1466
Zee Cinema HD,http://ocnlava.us.kg/ublive.php?id=1467
Colors HD,http://ocnlava.us.kg/ublive.php?id=1468
Starplus,http://ocnlava.us.kg/ublive.php?id=1469
Picture,http://ocnlava.us.kg/ublive.php?id=1470
Asianet,http://ocnlava.us.kg/ublive.php?id=1471
俄羅斯,#genre#
RT News,http://ocnlava.us.kg/ublive.php?id=2564
Москва 24,http://ocnlava.us.kg/ublive.php?id=2574
RT Documentary,http://ocnlava.us.kg/ublive.php?id=2611
TV CENTR,http://ocnlava.us.kg/ublive.php?id=2451
私密頻道,#genre#
松視1,http://ocnlava.us.kg/ublive.php?id=402
松視2,http://ocnlava.us.kg/ublive.php?id=403
松視3,http://ocnlava.us.kg/ublive.php?id=404
潘朵拉完美,http://ocnlava.us.kg/ublive.php?id=410
HAPPY,http://ocnlava.us.kg/ublive.php?id=2908
JStar,http://ocnlava.us.kg/ublive.php?id=2909
彩虹E,http://ocnlava.us.kg/ublive.php?id=406
彩虹K,http://ocnlava.us.kg/ublive.php?id=415
Brazzers TV,http://ocnlava.us.kg/ublive.php?id=3076
Erox,http://ocnlava.us.kg/ublive.php?id=3079
Hustler XXX TV,http://ocnlava.us.kg/ublive.php?id=3087
BABES,http://ocnlava.us.kg/ublive.php?id=3088
BABES UNLEASHED,http://ocnlava.us.kg/ublive.php?id=3089
BAEB Perv City,http://ocnlava.us.kg/ublive.php?id=3090
BRATTY SIS,http://ocnlava.us.kg/ublive.php?id=3091
BRAZZERS EN ESPANOL,http://ocnlava.us.kg/ublive.php?id=3092
BUSTY LOVER,http://ocnlava.us.kg/ublive.php?id=3093
CUM 4K,http://ocnlava.us.kg/ublive.php?id=3094
Blue Hustler,http://ocnlava.us.kg/ublive.php?id=3077
Redlight HD,http://ocnlava.us.kg/ublive.php?id=452
SEX ATION HD,http://ocnlava.us.kg/ublive.php?id=459
極限電影,http://ocnlava.us.kg/ublive.php?id=405
奥视频道2,http://ocnlava.us.kg/ublive.php?id=2916
EXXXTRA SMALL,http://ocnlava.us.kg/ublive.php?id=3099
DAUGHTER SWAP,http://ocnlava.us.kg/ublive.php?id=3095
DEEPER,http://ocnlava.us.kg/ublive.php?id=3096
DIGITAL PLAYGROUND,http://ocnlava.us.kg/ublive.php?id=3097
EROTIC SPICE,http://ocnlava.us.kg/ublive.php?id=3098
FAKE AGENT,http://ocnlava.us.kg/ublive.php?id=3100
FAKE AGENT UK,http://ocnlava.us.kg/ublive.php?id=3101
FAKE COP,http://ocnlava.us.kg/ublive.php?id=3102
苍井空,http://ocnlava.us.kg/ublive.php?id=3154
金丝雀,http://ocnlava.us.kg/ublive.php?id=3155
波多野结衣,http://ocnlava.us.kg/ublive.php?id=3158
上原亜衣,http://ocnlava.us.kg/ublive.php?id=3162
